File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,"PGE::PGEimpl::updateMinFrameTime(unsigned int nTargetGameLoopFreq, unsigned int nMillisecs)",5,5,5,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::createAndGet(const char* gameTitle),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::showErrorDialog(const char* msg),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::showErrorDialog(PGE_MSG_ID msg_id),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::showAlertDialog(const char* msg),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::showAlertDialog(PGE_MSG_ID msg_id),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::showInfoDialog(const char* msg),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::showInfoDialog(PGE_MSG_ID msg_id),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getGameTitle() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::SetGameTitle(const char* gameTitle),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getWaitingWhileInactive() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::SetWaitingWhileInactive(int msecs),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::isInactiveLikeActive() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::SetInactiveLikeActive(bool value),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::setCookie(int cookie),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getCookie() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getAudio(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getConfigProfiles() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getInput() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getNetwork() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getPure() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getWorld() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getBullets(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::initializeGame(const char* szCmdLine),202,178,120,24,21,0,3,7,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::runGame(),54,30,22,6,6,2,18,189,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::isGameRunning() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::destroyGame(),7,5,5,1,2,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getGameRunningFrequency() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::setGameRunningFrequency(unsigned int freq),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::getRenderExtraDelayMillisecs() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::setRenderExtraDelayMillisecs(unsigned int nMillisecs),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::PGE(const char* gameTitle),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGE.cpp,PGE::~PGE(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::initialize(HWND hWindow),19,17,13,4,2,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::isPreciseMovementAvailable() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::isPreciseMovementActive() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::SetPreciseMovementActive(bool state),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::getCursorPosX() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::getCursorPosY() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputMouseImpl::SetCursorPos(int x, int y)",5,5,5,0,0,1,0,12,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputMouseImpl::ReceiveAbsoluteInput(int x, int y)",6,5,4,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputMouseImpl::ReceiveRelativeInput(int x, int y)",6,5,4,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::ApplyRelativeInput(),8,7,6,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::getWheel(),10,7,5,2,0,1,3,48,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::ReceiveWheel(short int amount),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::isButtonPressed(MouseButton mbtn) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputMouseImpl::SetButtonPressed(MouseButton mbtn, bool pressed)",2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::PGEInputMouseImpl(const PGEInputMouseImpl& other),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouseImpl::operator=(const PGEInputMouseImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouse::createAndGet(PGEcfgProfiles& cfgProfiles),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouse::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputMouse::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputKeyboardImpl::isKeyPressed(unsigned char key, unsigned int nFilterMillisecs)",16,12,7,2,1,0,3,21,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputKeyboardImpl::isKeyPressedOnce(unsigned char key, unsigned int nFilterMillisecs)",14,13,8,2,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,"PGEInputKeyboardImpl::SetKeyPressed(unsigned char key, bool state)",6,6,4,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputKeyboardImpl::PGEInputKeyboardImpl(const PGEInputKeyboardImpl& other),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputKeyboardImpl::operator=(const PGEInputKeyboardImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputKeyboard::createAndGet(PGEcfgProfiles& cfgProfiles),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputKeyboard::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputKeyboard::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandlerImpl::initialize(HWND hWindow),5,5,5,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandlerImpl::getKeyboard() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandlerImpl::getMouse() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandlerImpl::PGEInputHandlerImpl(const PGEInputHandlerImpl& other),1,1,1,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandlerImpl::operator=(const PGEInputHandlerImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandler::createAndGet(PGEcfgProfiles& cfgProfiles),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandler::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEInputHandler.cpp,PGEInputHandler::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGESysGFX.cpp,PGESysGFX::~PGESysGFX(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGESysGFX.cpp,"PGESysGFX::initSysGFX( unsigned int width, unsigned int height, TPURE_DISPLAY_MODES dmode, unsigned int freq, int cdepth, int zdepth, int stencil, int samples )",2,2,2,1,0,1,0,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGESysGFX.cpp,PGESysGFX::destroySysGFX(void),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGESysGFX.cpp,PGESysGFX::operator=(const PGESysGFX&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::initialize(),21,19,15,5,2,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::Shutdown(),5,5,5,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::getWorldTime() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::getWorldWeather() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::PGEWorldImpl(const PGEWorldImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorldImpl::operator=(const PGEWorldImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorld::createAndGet(),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorld::getConsole() const,3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorld.cpp,PGEWorld::getLoggerModuleName(),3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,"PGEWorldTimeImpl::initialize(int days, int hours, int mins, int secs)",5,5,5,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::isInitialized() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::Shutdown(),4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getDays() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getTime() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getHours() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getMins() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getSecs() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getMilliSecs() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,"PGEWorldTimeImpl::SetTimeAbsolute(int days, int hours, int mins, int secs, int millisecs)",6,5,4,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,"PGEWorldTimeImpl::SetTimeRelative(int hours, int mins, int secs, int millisecs)",9,8,3,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::IncDays(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::DecDays(),3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::IncHours(),5,5,3,1,0,1,0,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::DecHours(),6,6,3,2,0,1,0,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::IncMins(),6,4,3,1,1,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::DecMins(),12,8,5,3,3,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::IncSecs(),6,4,3,1,1,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::DecSecs(),10,7,4,3,2,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::IncMilliSecs(),6,4,3,1,1,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::DecMilliSecs(),10,7,4,3,2,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::getRealMillisecondsPerVirtualSecond() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::SetRealMillisecondsPerVirtualSecond(int realMillisecs),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::AdvanceByRealMilliseconds(int millisecs),6,4,3,1,1,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::PGEWorldTimeImpl(),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::PGEWorldTimeImpl(const PGEWorldTimeImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTimeImpl::operator=(const PGEWorldTimeImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,"PGEWorldTimeImpl::checkValues(int days, int hours, int mins, int secs, int millisecs)",17,12,7,11,5,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTime::createAndGet(),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTime::getConsole() const,3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldTime.cpp,PGEWorldTime::getLoggerModuleName(),3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::WorldWeatherCellImpl::~WorldWeatherCellImpl(),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::WorldWeatherCellImpl::operator=(const WorldWeatherCell::WorldWeatherCellImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::getCellSize(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::SetCellSize(float size),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::WorldWeatherCell(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::~WorldWeatherCell(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,WorldWeatherCell::operator=(const WorldWeatherCell&),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeatherImpl::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeatherImpl::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,"PGEWorldWeatherImpl::initialize(int numCellsX, int numCellsY, int numCellsZ, int cellSize)",29,27,21,4,2,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeatherImpl::isInitialized() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeatherImpl::Shutdown(),5,5,5,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeatherImpl::PGEWorldWeatherImpl(const PGEWorldWeatherImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeatherImpl::operator=(const PGEWorldWeatherImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeather::createAndGet(),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeather::getConsole() const,3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PGEWorldWeather.cpp,PGEWorldWeather::getLoggerModuleName(),3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::PgeAudio(),1,1,1,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::initialize(),30,26,13,4,3,0,1,20,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::shutdown(),8,7,5,3,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::isInitialized() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,pge_audio::PgeAudio::getAudioEngineCore(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Audio\PgeAudio.cpp,"pge_audio::PgeAudio::loadSound(SoLoud::Wav& snd, const std::string& sFname)",16,15,9,2,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Config\PGEcfgFile.cpp,"PGEcfgFile::PGEcfgFile( bool bRequireAllAcceptedVarsDefineRequirement, bool bCaseSensitiveVars)",3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Config\PGEcfgFile.cpp,PGEcfgFile::~PGEcfgFile(),1,1,1,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Config\PGEcfgFile.cpp,PGEcfgFile::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\Config\PGEcfgFile.cpp,PGEcfgFile::getLoggerModuleName(),2,2,2,1,0,0,0,0,
